clues,institucion_siglas,institución,entidad,municipio,tipo_establecimiento,clave_tipologia,nombre_tipologia,nivel_atencion,sector,nombre_unidad,direccion_completa,latitud,longitud
ZSIMS002033,IMSS,Instituto Mexicano del Seguro Social,ZACATECAS,VALPARAISO,Consulta Externa,BS_,Brigadas de Salud ,Primer Nivel,Público,BS 5 - SAN MARTÍN (SAN MARTÍN DE LA PALMA),"CALLE 5 DE FEBRERO SIN NUMERO  , RANCHERÍA SAN MARTÍN (SAN MARTÍN DE LA PALMA), VALPARAISO, ZACATECAS, CP. 99202",22.6959583,-103.5516417
ZSIMS002045,IMSS,Instituto Mexicano del Seguro Social,ZACATECAS,VILLA HIDALGO,Consulta Externa,BS_,Brigadas de Salud ,Primer Nivel,Público,BS 11 - VILLA HIDALGO,"PROLONGACIÓN MORELOS SIN NUMERO  , COLONIA VILLA HIDALGO CENTRO, VILLA HIDALGO, ZACATECAS, CP. 98990",22.3599772,-101.7132923
ZSIMS002050,IMSS,Instituto Mexicano del Seguro Social,ZACATECAS,FRESNILLO,Hospitalización,HRRL,Hospital Rural,Segundo Nivel,Público,FRESNILLO,"CARRETERA FRESNILLO – VALPARAÍSO SIN NUMERO, COLONIA EJIDAL 4, FRESNILLO, ZACATECAS, CP. 99084",23.172243,-102.909692
ZSIST000015,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,CALERA,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF CALERA DE VICTOR ROSALES,"AVENIDA 5 DE MAYO NORTE 5, CIUDAD CENTRO, CALERA, ZACATECAS, CP. 98502",22.9541,-102.708
ZSIST000020,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,CONCEPCION DEL ORO,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF CONCEPCIÓN DEL ORO,"CALLE LERDO DE TEJADA SIN NUMERO  , CIUDAD CENTRO, CONCEPCION DEL ORO, ZACATECAS, CP. 98200",24.6126,-101.417
ZSIST000032,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,FRESNILLO,Hospitalización,CH,Clínica Hospital,Segundo Nivel,Público,CH FRESNILLO,"AVENIDA SONORA 501, CIUDAD TECNOLÓGICA, FRESNILLO, ZACATECAS, CP. 99020",23.1829432,-102.8775143
ZSIST000044,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,GUADALUPE,Consulta Externa,CMF,Clínica de Medicina Familiar ,Primer Nivel,Público,CMF GUADALUPE,"CALLE REAL SACRAMENTO SIN NUMERO  , CIUDAD CAMINO REAL GUAUADALUPE, GUADALUPE, ZACATECAS, CP. 98613",22.7559,-102.505
ZSIST000056,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,JALPA,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF JALPA,"CALLE COLON SIN NUMERO  , CIUDAD CENTRO, JALPA, ZACATECAS, CP. 99600",21.6318,-102.975
ZSIST000061,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,JEREZ,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF JÉREZ,"CALLE DEPORTIVA 12, CIUDAD CERVANTES CORONA, JEREZ, ZACATECAS, CP. 99315",22.6533,-102.984
ZSIST000073,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,JUAN ALDAMA,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF JUAN ALDAMA,"CALLE MORELOS 24, CIUDAD CENTRO, JUAN ALDAMA, ZACATECAS, CP. 98300",24.2901,-103.393
ZSIST000085,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,JUCHIPILA,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF JUCHIPILA,"CALLE RUISEÑOR SIN NUMERO  , CIUDAD REINA ELENA, JUCHIPILA, ZACATECAS, CP. 99960",21.4176,-103.116
ZSIST000090,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,LORETO,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF LORETO,"CALLE ING. JOSE MARIA CORELLA 405, CIUDAD CENTRO, LORETO, ZACATECAS, CP. 98833",22.2715,-101.984
ZSIST000102,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,OJOCALIENTE,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF OJOCALIENTE,"BOULEVARD PRUDENCIO GARCÍA 77, CIUDAD CENTRO, OJOCALIENTE, ZACATECAS, CP. 98700",22.5763,-102.263
ZSIST000114,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,PINOS,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF PINOS,"CALLE TLAXCALA 12, CIUDAD CENTRO, PINOS, ZACATECAS, CP. 98920",22.2996,-101.574
ZSIST000126,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,RIO GRANDE,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF RÍO GRANDE,"CALLE INSURGENTES SIN NUMERO  , CIUDAD CENTRO, RIO GRANDE, ZACATECAS, CP. 98420",23.8229,-103.032
ZSIST000131,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,SOMBRERETE,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF SOMBRERETE,"CALLE MAGNECIO Y MERCURIO 114, CIUDAD CENTRO, SOMBRERETE, ZACATECAS, CP. 99104",23.6359,-103.648
ZSIST000143,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF TLALTENANGO DE SÁNCHEZ ROMÁN,"CALLE NIÑOS HEROES 8, CIUDAD CENTRO, TLALTENANGO DE SANCHEZ ROMAN, ZACATECAS, CP. 99700",21.7817,-103.306
ZSIST000155,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,VALPARAISO,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF VALPARAISO,"CALLE HACIENDA SAN ANTONIO DE PADUA  100, CIUDAD LOMAS DEL PARAISO, VALPARAISO, ZACATECAS, CP. 99259",22.7712,-103.577
ZSIST000160,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,ZACATECAS,Hospitalización,HG,Hospital General,Segundo Nivel,Público,"HG ZACATECAS, ZAC.","BOULEVARD ADOLFO LÓPEZ MATEOS SIN NUMERO  , CIUDAD CENTRO, ZACATECAS, ZACATECAS, CP. 98000",22.7651215,-102.5771105
ZSIST000184,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,GUADALUPE,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF HACIENDA TRONCOSO,"CALLE ADOLFO LÓPEZ MATEOS SIN NUMERO  , CIUDAD BARRIO EMBARCACION, GUADALUPE, ZACATECAS, CP. 98640",22.7339,-102.366
ZSIST000196,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,VILLA GONZALEZ ORTEGA,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF ESTANCIA DE ANIMAS,"CALLE BENITO JUAREZ   13, LOCALIDAD CENTRO, VILLA GONZALEZ ORTEGA, ZACATECAS, CP. 98870",22.4895,-101.99
ZSIST000201,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,LUIS MOYA,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF LUIS MOYA,"CALLE NICOLAS BRAVO  SIN NUMERO  , CIUDAD CENTRO, LUIS MOYA, ZACATECAS, CP. 98770",22.4308,-102.251
ZSIST000213,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,MONTE ESCOBEDO,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF MONTE ESCOBEDO,"CALLE MARTÍNEZ LÓPEZ 40-B  , CIUDAD CENTRO, MONTE ESCOBEDO, ZACATECAS, CP. 99400",22.3025,-103.564
ZSIST000225,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,TABASCO,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF TABASCO,"CALLE SANTOS DEGOLLADO  2, CIUDAD CENTRO, TABASCO, ZACATECAS, CP. 99630",21.8654536,-102.9123829
ZSIST000266,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,CUAUHTEMOC,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF CD. CUAUHTÉMOC,"CALLE SAN JUAN DE DIOS 5, CIUDAD LA GAVIA, CUAUHTEMOC, ZACATECAS, CP. 98613",22.4512,-102.351
ZSIST000271,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,VILLA GARCIA,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF VILLA GARCÍA,"CALLE GUADALUPE 222, CIUDAD CENTRO, VILLA GARCIA, ZACATECAS, CP. 98900",22.1596475,-101.955
ZSIST000300,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,CHALCHIHUITES,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF CHALCHIHUITES,"CALLE HIDALGO ORIENTE SIN NUMERO  , CIUDAD CENTRO, CHALCHIHUITES, ZACATECAS, CP. 99260",23.4751,-103.885
ZSIST000312,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,GENERAL FRANCISCO R. MURGUIA,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF NIEVES,"CALLE TACUBA  14-B, CIUDAD CENTRO, GENERAL FRANCISCO R. MURGUIA, ZACATECAS, CP. 98350",23.9966,-103.021
ZSIST000324,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,VILLANUEVA,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF VILLANUEVA,"CALLE MORFIN CHÁVEZ SIN NUMERO  , CIUDAD CENTRO, VILLANUEVA, ZACATECAS, CP. 09500",22.3577,-102.883
ZSIST000353,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,NOCHISTLAN DE MEJIA,Consulta Externa,UMF,Unidad de Medicina Familiar,Primer Nivel,Público,UMF NOCHISTLÁN,"CALLE MOYAHUA  46, CIUDAD CENTRO, NOCHISTLAN DE MEJIA, ZACATECAS, CP. 99900",21.3584,-102.844
ZSIST000365,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,SAIN ALTO,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF SAÍN ALTO,"CALLE VICTORIA 8, CIUDAD CENTRO, SAIN ALTO, ZACATECAS, CP. 99130",23.5774115,-103.2492006
ZSIST000370,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,ZACATECAS,Consulta Externa,CMF,Clínica de Medicina Familiar ,Primer Nivel,Público,CMF ZACATECAS,"CALLE LA ESTACION SIN NUMERO  , CIUDAD CENTRO, ZACATECAS, ZACATECAS, CP. 98000",22.764736,-102.578624
ZSIST000394,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ZACATECAS,CAÑITAS DE FELIPE PESCADOR,Consulta Externa,CAF,Consultorio de Atención Familiar,Primer Nivel,Público,CAF CAÑITAS DE FELIPE PESCADOR,"CALLE BENJAMIN MENDEZ SIN NUMERO, CIUDAD CENTRO, CAÑITAS DE FELIPE PESCADOR, ZACATECAS, CP. 98480",23.6070097,-102.726245
ZSSDN000016,SEDENA,Secretaría de la Defensa Nacional,ZACATECAS,GUADALUPE,Hospitalización,N/A,No Especificado,Segundo Nivel,Público,"HOSPITAL MILITAR DE ZONA DE GUADALUPE, ZAC.","AVENIDA SECRETARIA DE LA DEFENSA NACIONAL SIN NUMERO, COLONIA EJIDAL, GUADALUPE, ZACATECAS, CP. 98600",22.74923,-102.50257
ZSSMP000010,SMP,Servicios Médicos Privados,ZACATECAS,ZACATECAS,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CENTRO HOSPITALARIO DE SAN JOSÉ A.C.,"CALLE DR. DIEGO CUEVAS CANSINO 208, COLONIA CENTRO, ZACATECAS, ZACATECAS, CP. 98000",22.770411,-102.571099
ZSSMP000022,SMP,Servicios Médicos Privados,ZACATECAS,ZACATECAS,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,ESPECIALIDADES MEDICAS SANTA ELENA,"CALLE GUERRERO 143  ,  , ZACATECAS, ZACATECAS, CP. 99999",22.7717,-102.575
ZSSMP000046,SMP,Servicios Médicos Privados,ZACATECAS,GUADALUPE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"CLÍNICA QUIRÚRGICA ENE, S.A. DE C.V.","CALLE 1910 60, COLONIA CENTRO, GUADALUPE, ZACATECAS, CP. 98600",22.747561,-102.513181
ZSSMP000051,SMP,Servicios Médicos Privados,ZACATECAS,GUADALUPE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA DE MATERNIDAD SANTA ANA,"AVENIDA HEROICO COLEGIO MILITAR 38, COLONIA CENTRO, GUADALUPE, ZACATECAS, CP. 98600",22.749951,-102.517561
ZSSMP000063,SMP,Servicios Médicos Privados,ZACATECAS,GUADALUPE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"HOSPITAL SAN AGUSTÍN, S.A. DE C.V.","AVENIDA FRANCISCO GARCÍA SALINAS 19, UNIDAD HABITACIONAL DEL CARMEN, GUADALUPE, ZACATECAS, CP. 98608",22.754231,-102.532381
ZSSMP000075,SMP,Servicios Médicos Privados,ZACATECAS,GUADALUPE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"CENTRO MÉDICO LA PLATA, S.A. DE C.V.","AVENIDA FRANCISCO GARCIA SALINAS 502, FRACCIONAMIENTO MEDICOS VETERINARIOS, GUADALUPE, ZACATECAS, CP. 98609",22.757131,-102.542771
ZSSMP000116,SMP,Servicios Médicos Privados,ZACATECAS,OJOCALIENTE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"MATERNIDAD SAN FRANCISCO, S.A. DE C.V.","CALLE CERVANTES CORONA 19, COLONIA CENTRO, OJOCALIENTE, ZACATECAS, CP. 98710",22.570861,-102.249051
ZSSMP000150,SMP,Servicios Médicos Privados,ZACATECAS,FRESNILLO,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"HOSPITAL REAL DE MINAS, S.A. DE C.V.","CARRETERA PANAMERICANA KM. 724.6 SIN NUMERO  , COLONIA TECNOLOGICA, FRESNILLO, ZACATECAS, CP. 99020",23.185041,-102.879762
ZSSMP000174,SMP,Servicios Médicos Privados,ZACATECAS,FRESNILLO,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"SANATORIO SAN VICENTE DE FRESNILLO, A.C.","CALLE JUAN DE TOLOSA 214, COLONIA CENTRO, FRESNILLO, ZACATECAS, CP. 99000",23.177601,-102.868291
ZSSMP000191,SMP,Servicios Médicos Privados,ZACATECAS,FRESNILLO,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"MÉDICA NORTE UNIDAD DE GASTROCIRUGÍA,  S.A. DE C.V.","AVENIDA P. DEL MINERAL 814, COLONIA LAS FLORES, FRESNILLO, ZACATECAS, CP. 99050",23.186127,-102.862421
ZSSMP000203,SMP,Servicios Médicos Privados,ZACATECAS,SAIN ALTO,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA MATERNO INFANTIL  GUADALUPANA,"CALLE ABASOLO 5, PUEBLO SAIN ALTO, SAIN ALTO, ZACATECAS, CP. 99130",23.579463,-103.249044
ZSSMP000215,SMP,Servicios Médicos Privados,ZACATECAS,SOMBRERETE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"CLÍNICA SOMBRERETE, S.A.","CALLE HIDALGO 150, COLONIA CENTRO, SOMBRERETE, ZACATECAS, CP. 99100",23.633491,-103.637521
ZSSMP000220,SMP,Servicios Médicos Privados,ZACATECAS,VALPARAISO,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA SAN JOSÉ,"CALLE VENUSTIANO CARRANZA 99, COLONIA CENTRO, VALPARAISO, ZACATECAS, CP. 99250",22.771597,-103.567451
ZSSMP000244,SMP,Servicios Médicos Privados,ZACATECAS,RIO GRANDE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"CENTRO MÉDICO SANTA ELENA, S.A. DE C.V.","AVENIDA EVA SAMANO DE LÓPEZ MATEOS 10, COLONIA ADOLFO LOPEZ MATEOS, RIO GRANDE, ZACATECAS, CP. 98425",23.818351,-103.029951
ZSSMP000256,SMP,Servicios Médicos Privados,ZACATECAS,RIO GRANDE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA SAN ANTONIO,"CALLE DOCTOR GILBERTO DELGADILLO 79, COLONIA LA TRINIDAD, RIO GRANDE, ZACATECAS, CP. 98429",23.832961,-103.033951
ZSSMP000261,SMP,Servicios Médicos Privados,ZACATECAS,JALPA,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CENTRO HOSPITALARIO LÓPEZ OROZCO,"CALLE ADOLFO VILLASEÑOR 3, COLONIA SAN ANTONIO, JALPA, ZACATECAS, CP. 99603",21.643911,-102.977331
ZSSMP000273,SMP,Servicios Médicos Privados,ZACATECAS,JALPA,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"HOSPITAL MÉDICO DE ESPECIALIDADES SAN JOSÉ, S.C.","CALLE PORFIRIO DÍAZ Y MADERO SIN NUMERO  , COLONIA CENTRO, JALPA, ZACATECAS, CP. 99600",21.632841,-102.978981
ZSSMP000290,SMP,Servicios Médicos Privados,ZACATECAS,VILLANUEVA,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA DE MATERNIDAD SAN JUDAS TADEO,"CALLE ALLENDE 4, COLONIA CENTRO, VILLANUEVA, ZACATECAS, CP. 99540",22.354241,-102.884961
ZSSMP000302,SMP,Servicios Médicos Privados,ZACATECAS,NOCHISTLAN DE MEJIA,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,HOSPITAL JOSÉ  MINERO ROQUE,"PEATONAL MIGUEL AUZA 120, FRACCIONAMIENTO ARBOLEDAS, NOCHISTLAN DE MEJIA, ZACATECAS, CP. 99904",21.361201,-102.837281
ZSSMP000314,SMP,Servicios Médicos Privados,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA MATERNIDAD SANTA ROSA,"CALLE JOSÉFA ORTÍZ DE DOMINGUEZ 11, COLONIA CENTRO, TLALTENANGO DE SANCHEZ ROMAN, ZACATECAS, CP. 99700",21.783341,-103.306041
ZSSMP000326,SMP,Servicios Médicos Privados,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA DE MATERNIDAD DEL CARMEN,"CALLE ÁLVARO OBREGÓN 163, COLONIA CENTRO, TLALTENANGO DE SANCHEZ ROMAN, ZACATECAS, CP. 99700",21.783994,-103.305311
ZSSMP000343,SMP,Servicios Médicos Privados,ZACATECAS,JEREZ,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"CLÍNICA DE EMERGENCIAS JEREZ, S.A.","CALLE ARTES 7, COLONIA CENTRO, JEREZ, ZACATECAS, CP. 99300",22.648024,-102.992648
ZSSMP000355,SMP,Servicios Médicos Privados,ZACATECAS,JEREZ,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"HOSPITAL DE ESPECIALIDADES JEREZ, S.A. DE C.V.","CALLE LIRIOS SIN NUMERO  , FRACCIONAMIENTO JARDÍNES DE LÓPEZ VELARDE, JEREZ, ZACATECAS, CP. 99390",22.638191,-102.998511
ZSSMP000360,SMP,Servicios Médicos Privados,ZACATECAS,JEREZ,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,"CENTRAL QUIRÚRGICA JEREZ, S.A. DE C.V.","CALLE ROSALES 43, COLONIA CENTRO, JEREZ, ZACATECAS, CP. 99300",22.648731,-102.991771
ZSSMP000372,SMP,Servicios Médicos Privados,ZACATECAS,TEUL DE GONZALEZ ORTEGA,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,MATERNIDAD SANTA ISABEL,"CALLE MANUEL CALOCA 21, PUEBLO TEUL DE GONZALEZ ORTEGA, TEUL DE GONZALEZ ORTEGA, ZACATECAS, CP. 99800",21.462901,-103.462591
ZSSMP000384,SMP,Servicios Médicos Privados,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA DE ESPECIALIDADES “SEÑOR DE LOS RAYOS”,"CALLE LOS SAUCES 1, BARRIO DE SAN JUAN, TLALTENANGO DE SANCHEZ ROMAN, ZACATECAS, CP. 99700",21.792441,-103.296515
ZSSMP000394,SMP,Servicios Médicos Privados,ZACATECAS,GUADALUPE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,UNIDAD DE OFTALMOLOGÍA,"AVENIDA PEDRO CORONEL 202, COLONIA LOS PRADOS, GUADALUPE, ZACATECAS, CP. 98610",22.767571,-102.535251
ZSSMP000435,SMP,Servicios Médicos Privados,ZACATECAS,GUADALUPE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,TORRE MÉDICA MÉDICOS MILITARES ESPECIALISTAS,"CALLE CASCADA 38, FRACCIONAMIENTO CAÑADA DE LA BUFA, GUADALUPE, ZACATECAS, CP. 98619",22.765742,-102.536386
ZSSMP000440,SMP,Servicios Médicos Privados,ZACATECAS,LORETO,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,INTERMÉDICA VALLE REAL,"AVENIDA 20 DE NOVIEMBRE 1122, FRACCIONAMIENTO VALLE REAL, LORETO, ZACATECAS, CP. 98833",22.268571,-101.981281
ZSSMP000464,SMP,Servicios Médicos Privados,ZACATECAS,SAIN ALTO,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,HOSPITAL SAIN ALTO,"CARRETERA PANAMERICANA KM. 122.6 SIN NUMERO  , PUEBLO SAIN ALTO, SAIN ALTO, ZACATECAS, CP. 99130",23.582789,-103.274547
ZSSMP000476,SMP,Servicios Médicos Privados,ZACATECAS,SOMBRERETE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA SAGRADO CORAZÓN,"CALLE HIDALGO 173, COLONIA CENTRO, SOMBRERETE, ZACATECAS, CP. 99100",23.633881,-103.637461
ZSSMP000481,SMP,Servicios Médicos Privados,ZACATECAS,RIO GRANDE,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CENTRO DE OFTALMOLOGÍA BARCELONA,"AVENIDA DE LOS MAESTROS 3, COLONIA CENTRO, RIO GRANDE, ZACATECAS, CP. 98420",23.828466,-103.038099
ZSSMP000493,SMP,Servicios Médicos Privados,ZACATECAS,JEREZ,Hospitalización,N/A,No Especificado,Segundo Nivel,Privado,CLÍNICA DE OJOS CIELOVISTA S.A. DE C.V.,"CALLE TULIPANES SIN NUMERO  , FRACCIONAMIENTO  JARDÍNES DE LÓPEZ VELARDE, JEREZ, ZACATECAS, CP. 99390",22.640369,-102.999041
ZSSMP000534,SMP,Servicios Médicos Privados,ZACATECAS,GUADALUPE,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS BENAVIDES,"CALLE MEXICO  SIN NUMERO  , COLONIA DEPENDENCIAS FEDERALES  , GUADALUPE, ZACATECAS, CP. 98618",22.76,-102.5363
ZSSMP000543,SMP,Servicios Médicos Privados,ZACATECAS,GENERAL FRANCISCO R. MURGUIA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE MIGUEL HIDALGO SIN NUMERO  , RANCHERÍA NIEVES, GENERAL FRANCISCO R. MURGUIA, ZACATECAS, CP. 98350",23.99458,-103.02227
ZSSMP000552,SMP,Servicios Médicos Privados,ZACATECAS,TABASCO,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE JUÁREZ SIN NUMERO  , COLONIA TABASCO, TABASCO, ZACATECAS, CP. 99630",21.86434,-102.91317
ZSSMP000561,SMP,Servicios Médicos Privados,ZACATECAS,JUCHIPILA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE IGNACIO ZARAGOZA  SIN NUMERO  , PUEBLO JUCHIPILA, JUCHIPILA, ZACATECAS, CP. 99960",21.41112,-103.118389
ZSSMP000570,SMP,Servicios Médicos Privados,ZACATECAS,MORELOS,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE HIDALGO SIN NUMERO  , COLONIA MORELOS, MORELOS, ZACATECAS, CP. 98100",22.8624,-102.60926
ZSSMP000585,SMP,Servicios Médicos Privados,ZACATECAS,CALERA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE TRANSITO SIN NUMERO  , COLONIA CALERA DE VICTOR ROSALES CENTRO, CALERA, ZACATECAS, CP. 98500",20.9235,-89.57963
ZSSMP000594,SMP,Servicios Médicos Privados,ZACATECAS,CALERA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE 5 DE MAYO SIN NUMERO  , COLONIA CALERA DE VICTOR ROSALES CENTRO, CALERA, ZACATECAS, CP. 98500",20.964557,-89.622413
ZSSMP000603,SMP,Servicios Médicos Privados,ZACATECAS,CALERA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"AVENIDA 5 DE MAYO SIN NUMERO  , COLONIA CALERA DE VICTOR ROSALES CENTRO, CALERA, ZACATECAS, CP. 98500",20.965291,-89.621454
ZSSMP000612,SMP,Servicios Médicos Privados,ZACATECAS,CALERA,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE AGUSTIN DE ITURBIDE SIN NUMERO  , COLONIA CALERA DE VICTOR ROSALES CENTRO, CALERA, ZACATECAS, CP. 98500",20.9497,-89.63662
ZSSMP000621,SMP,Servicios Médicos Privados,ZACATECAS,CONCEPCION DEL ORO,Consulta Externa,CAFS,Consultorio Adyacente a Farmacia,Primer Nivel,Privado,FARMACIAS SIMILARES,"CALLE GONZALEZ ORTEGA SIN NUMERO  , COLONIA CENTRO, CONCEPCION DEL ORO, ZACATECAS, CP. 98200",20.96438,-89.61928
